"protein_group","abundance_12500amol_1","abundance_12500amol_2","abundance_12500amol_3","abundance_125amol_1","abundance_125amol_2","abundance_125amol_3","abundance_25000amol_1","abundance_25000amol_2","abundance_25000amol_3","abundance_2500amol_1","abundance_2500amol_2","abundance_2500amol_3","abundance_250amol_1","abundance_250amol_2","abundance_250amol_3","abundance_50000amol_1","abundance_50000amol_2","abundance_50000amol_3","abundance_5000amol_1","abundance_5000amol_2","abundance_5000amol_3","abundance_500amol_1","abundance_500amol_2","abundance_500amol_3","abundance_50amol_1","abundance_50amol_2","abundance_50amol_3","number_of_peptides_12500amol_1","number_of_peptides_12500amol_2","number_of_peptides_12500amol_3","number_of_peptides_125amol_1","number_of_peptides_125amol_2","number_of_peptides_125amol_3","number_of_peptides_25000amol_1","number_of_peptides_25000amol_2","number_of_peptides_25000amol_3","number_of_peptides_2500amol_1","number_of_peptides_2500amol_2","number_of_peptides_2500amol_3","number_of_peptides_250amol_1","number_of_peptides_250amol_2","number_of_peptides_250amol_3","number_of_peptides_50000amol_1","number_of_peptides_50000amol_2","number_of_peptides_50000amol_3","number_of_peptides_5000amol_1","number_of_peptides_5000amol_2","number_of_peptides_5000amol_3","number_of_peptides_500amol_1","number_of_peptides_500amol_2","number_of_peptides_500amol_3","number_of_peptides_50amol_1","number_of_peptides_50amol_2","number_of_peptides_50amol_3"
"sp|O13585|YP089_YEAST",-22.4432611776,NA,-22.4562351473,NA,NA,NA,-23.4276113644,-23.2918829642,-23.3552620378,NA,NA,-23.4880210695,NA,-22.5909901109,NA,-23.2802721319,NA,NA,NA,NA,-22.4541604415,NA,NA,-23.4744912227,NA,NA,NA,2,NA,2,NA,NA,NA,1,1,1,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA
"sp|O14455|RL36B_YEAST",-19.898493859,-19.3444527229,-20.8978892976,-19.5569475732,-20.9671176366,-19.9937864401,-20.9047653655,-19.2239916603,-19.842164598,-19.8348427255,-19.2763856135,-19.2927471979,-19.4209035097,-19.9806192715,-19.0134262078,NA,NA,-18.7049001398,-19.8077693865,-18.8866518839,-19.8291307698,-19.9255048996,-19.9443796438,-19.9616582357,-20.9100594482,-20.9267137895,NA,3,6,10,9,8,10,4,5,3,4,6,4,8,8,13,11,11,8,5,5,5,12,10,5,6,8,3
"sp|O14467|MBF1_YEAST",NA,NA,NA,-20.6370312474,-21.7293895495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.215160209,NA,NA,NA,NA,-21.6013831584,NA,-21.6409101864,-18.9165217848,-18.7216565949,-19.0146622897,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,2,5,6,5
"sp|O14468|YO304_YEAST",NA,NA,NA,NA,NA,NA,NA,-19.8533573456,NA,NA,NA,NA,NA,NA,NA,NA,-19.844806393,NA,NA,NA,NA,NA,NA,-19.9737550926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"sp|O43137|YB085_YEAST",-19.2015392551,-19.2374004214,-20.4873273109,NA,-20.7649790386,-20.3194244378,-19.2588893899,-18.5161035022,-18.5901161663,-17.8545370513,-17.4426669213,-17.9708089377,-18.4412025892,-20.2080882298,-19.8317749261,NA,NA,NA,-19.1537217371,-18.1571832945,-18.6433119367,-19.2122699979,-18.54811959,-18.9016826371,NA,-19.224139289,-19.7611611226,2,2,1,NA,1,1,2,3,3,5,7,6,4,1,2,NA,NA,NA,2,4,3,2,4,3,NA,3,2
"sp|O74302|YD13A_YEAST",NA,NA,NA,NA,-21.7026641847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.6682546069,NA,-21.6467107538,NA,22,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,18,23,NA,NA,NA,21,25,NA,23,25,21
"sp|O74700|TIM9_YEAST",NA,NA,NA,-20.1547517853,-19.1957049663,-19.1696675164,-20.0825988269,-20.0295444968,-20.0848168401,NA,NA,NA,-19.1640983548,-20.2030243544,-20.1686771676,NA,NA,-20.0429607655,NA,NA,NA,NA,-19.1292790935,-20.1200487016,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,NA,NA,NA,2,1,1,NA,NA,1,NA,NA,NA,NA,2,1,NA,NA,NA
"sp|O76070ups|SYUG_HUMAN_UPS",-17.9292219567,-17.0785058628,-16.6708352442,NA,NA,NA,-15.4822700687,-15.2812524591,-15.3402182655,-21.0477576294,NA,NA,NA,NA,NA,-15.6155325537,-15.2694473105,-15.2320479575,-18.7479478979,-19.7676356345,-19.7641753664,NA,NA,NA,NA,NA,NA,7,12,16,NA,NA,NA,35,41,39,1,NA,NA,NA,NA,NA,41,45,43,4,2,2,NA,NA,NA,NA,NA,NA
"sp|P00044|CYC1_YEAST",-17.6405361576,-17.5964379288,-16.5282823239,-15.3627991843,-15.5361663321,-16.1291572104,-17.0477016214,-18.3882753221,-19.6045441042,-18.2518149481,-17.888957755,-18.2031189452,-15.4599469437,-15.1215938262,-15.2380433609,-18.0134279198,-19.5718832821,-17.9628189143,-17.7777681533,-19.6971264861,-18.6609586244,-14.9620977138,-15.5464693797,-15.8719931209,-17.7184022436,-16.6664592199,-15.7436564224,11,8,18,24,21,18,16,11,7,13,13,15,29,27,30,11,10,11,12,11,11,33,23,18,11,12,24
"sp|P00045|CYC7_YEAST",NA,NA,-20.176108118,-20.1633372707,NA,-21.2252677957,NA,NA,NA,NA,NA,NA,-19.6213080643,NA,-21.2450758495,NA,NA,NA,NA,NA,NA,-20.1943760572,NA,NA,NA,NA,NA,7,0,2,2,NA,8,10,NA,6,NA,6,NA,3,3,1,8,10,8,9,8,9,2,4,4,6,4,9
"sp|P00127|QCR6_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-20.562551194,NA,NA,NA,-20.6389781108,NA,NA,NA,NA,NA,NA,-20.6045637385,NA,NA,-19.6287884246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA
"sp|P00128|QCR7_YEAST",-19.9269779735,-19.8582689874,-19.1761144475,-20.5265911767,-18.5355392382,-18.9323008283,-18.4798843517,-20.4080786283,-20.4639626164,-20.481089448,-18.6758150077,-19.1370904558,-18.9460800582,-18.2245593847,-18.2364009669,-19.4202263669,-19.3775560995,-18.6119310103,NA,-19.4675858374,-19.4525310998,-18.4862384039,-18.2084823124,-19.1974309705,NA,-20.5158720371,-19.4152874446,2,3,8,3,10,6,6,1,3,2,6,5,5,7,10,8,5,7,NA,3,2,6,12,5,NA,2,4
"sp|P00167ups|CYB5_HUMAN_UPS",-17.0773962695,-18.1423682033,-17.5460251917,NA,NA,NA,-15.8611255724,-15.7833369917,-15.8478147718,NA,NA,NA,NA,NA,NA,-15.0634814882,-15.1091510603,-15.1961283077,-19.9802525743,NA,-19.0313779734,NA,NA,NA,NA,NA,NA,9,5,12,NA,NA,NA,34,32,30,NA,NA,NA,NA,NA,NA,74,71,62,1,NA,2,NA,NA,NA,NA,NA,NA
"sp|P00175|CYB2_YEAST",-20.4427893906,-19.9828954037,-19.8110061499,-19.2710120759,-19.6406089663,-19.9811664987,-19.6444294535,-20.3075777935,-20.4935159612,-20.2465915131,-19.9336184966,-20.3983609862,-20.0394866645,-19.8078644661,-19.5535842772,-19.778371015,-19.101162555,-20.4847353691,-19.7923528993,-19.5744333981,-19.9930213709,-20.8738846876,-19.9178773519,-19.5745980445,-19.2068314536,-19.4217902217,-19.6224122996,5,6,10,11,10,6,8,4,6,4,7,5,9,9,6,9,10,5,7,8,8,6,10,10,9,13,9
"sp|P00330|ADH1_YEAST",-16.6586641257,-16.3947437734,-16.1743292755,-16.3280130547,-16.2880077966,-16.1160020154,-16.4806921261,-16.8652355842,-16.3908214662,-16.7529677379,-16.0071131525,-16.1915010521,-16.218656202,-16.3666156427,-16.4639197051,-16.3393863835,-16.0417016575,-16.3704193685,-16.3906754512,-16.3954299159,-16.093163234,-16.2249540445,-16.2150999926,-16.2566873322,-16.0807873043,-16.479078313,-16.191162617,323,325,333,322,329,329,284,265,271,311,315,314,361,325,345,247,244,240,309,323,333,312,330,332,297,312,302
"sp|P00331|ADH2_YEAST",-20.6856190467,-21.2048656813,-21.3098172897,-22.2294800859,-21.2900642734,-20.1838926481,-21.2086328907,-22.1664680237,-22.2429312133,-22.1433462924,-22.1734741325,-22.1833162564,-22.2608930819,-21.3509133279,-21.3234068905,-22.214962526,-20.5073364201,-20.14488679,-22.1056790852,-20.3389652448,-21.1683129837,-21.3622125815,-21.3656555729,-21.2936445347,-19.4861818232,-18.678995233,-19.9960400388,221,213,228,203,213,208,177,139,153,185,193,201,231,200,230,139,130,146,194,209,211,206,199,211,165,221,193
"sp|P00358|G3P2_YEAST",-16.1493649506,-15.681317257,-15.9164716157,-16.6583693519,-16.3557381434,-16.6429148837,-16.0941244932,-17.2216555936,-16.3617002565,-16.6186746254,-16.4253358886,-16.1456627917,-16.4625746558,-15.7963636038,-16.3627824789,-17.2784382635,-18.1443928097,-18.2256087288,-16.3493324358,-16.252137848,-16.4699535361,-16.1706842428,-16.2873947343,-16.2300717552,-17.3244823666,-16.9956394895,-16.6134288532,207,188,170,174,222,202,159,166,167,201,206,192,203,202,184,131,134,13,197,211,209,204,219,203,130,144,140
"sp|P00359|G3P3_YEAST",-12.8907392988,-12.7391768808,-12.7125714004,-12.6631237778,-12.6470143956,-12.5284531727,-12.6852869274,-13.1325362261,-12.9017378487,-12.8385443087,-12.8581643401,-12.9268858913,-12.6987012236,-12.7479095649,-12.7097414196,-13.2962574781,-13.4304933477,-13.3193806307,-13.0341768876,-13.0407294583,-12.9026698165,-12.8372588267,-12.683985582,-12.764941667,-12.8937601385,-12.8618051244,-12.8582201549,645,644,659,597,655,658,712,577,646,577,562,534,617,594,600,509,499,494,540,525,551,580,624,581,512,551,532
"sp|P00360|G3P1_YEAST",-17.3089469114,-17.6744127288,-17.7790605772,-17.3932370322,-17.3843539858,-17.3396309593,-17.4481123853,-17.7671042802,-17.2410400937,-17.2506662327,-17.3802657352,-17.3297630468,-17.6175922675,-17.6258323876,-17.5198114936,-17.6432640202,-18.1210725114,-17.8658267135,-17.4389849816,-17.4450527231,-17.4148556774,-17.3735298114,-17.1705512879,-17.350479726,-17.6454997591,-17.7885856054,-17.5334661023,41,32,30,39,33,37,38,30,39,41,39,39,32,35,29,31,31,29,39,38,36,35,37,39,28,25,27
"sp|P00410|COX2_YEAST",NA,-19.9686599455,NA,NA,-20.0366853167,NA,-19.9593985517,NA,NA,-21.9645838225,-20.4380019133,NA,-22.056156878,NA,NA,NA,NA,-20.9681756447,-20.3659147683,-20.0106088923,-20.9652142243,NA,-20.0714694736,NA,-19.2675290895,-20.8396672079,-19.3533017506,NA,3,NA,NA,4,NA,2,NA,NA,3,2,NA,3,NA,NA,NA,NA,2,2,2,2,NA,2,NA,3,1,3
"sp|P00424|COX5A_YEAST",-20.2022874604,NA,NA,-21.2723448515,-21.2777914838,-21.2613430332,NA,NA,-21.2110303133,-21.1624485382,NA,NA,NA,NA,-20.2921115664,NA,NA,NA,NA,-20.1563012241,NA,-21.2341065828,NA,NA,-21.3168647614,NA,NA,2,NA,NA,1,1,1,NA,NA,1,1,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,1,NA,NA,3,NA,NA
"sp|P00425|COX5B_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
"sp|P00427|COX6_YEAST",-20.7974600381,-20.7121095461,-19.4566500416,-19.1379754827,-19.3379189333,-19.4846597644,-20.7631576293,-20.7237598769,NA,NA,-19.8152905496,NA,NA,NA,-19.7111509836,-20.6151658128,-20.6881460828,-20.0946040558,NA,NA,-20.7126746812,-18.6396673032,-20.2270560453,-19.8016046204,-19.1170882213,-18.8672900244,-20.7901100045,3,2,3,6,5,5,3,2,NA,NA,3,NA,NA,NA,6,3,3,4,NA,NA,2,6,2,2,7,8,2
"sp|P00431|CCPR_YEAST",NA,NA,NA,-21.5655024267,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.4476599645,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.4787681659,-21.4225657376,-20.3537968049,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA
"sp|P00441ups|SODC_HUMAN_UPS",-19.4545341757,-19.0022107231,-20.996654132,NA,NA,NA,-19.388623093,-19.9486218255,-19.4218230286,NA,NA,NA,NA,NA,NA,-18.0393270574,-17.3786727094,-18.3426284477,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1,NA,NA,NA,3,2,3,NA,NA,NA,NA,NA,NA,7,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P00445|SODC_YEAST",-15.1253345007,-15.0852218762,-14.7927776105,-14.6849798618,-15.0993530715,-14.9807269971,-15.1968827806,-15.1949505287,-15.3618205956,-15.228523196,-15.0185789808,-14.8408094691,-14.8307784194,-15.3134797938,-14.994987971,-15.0600725669,-15.1603263041,-15.0976735622,-15.0093199059,-14.9171394753,-14.9197117879,-15.4495384269,-15.3888089371,-15.1743090057,-15.8224118004,-15.4051510053,-15.3758658091,40,46,58,53,44,49,42,37,38,40,46,48,50,37,46,43,43,38,40,51,50,34,34,39,29,34,37
"sp|P00447|SODM_YEAST",-17.6396847907,-17.4362907652,-18.4377901602,-17.4603581971,-18.3418620685,-17.4879648917,-18.2997164539,-17.5969735475,-17.8570772191,-17.7831924301,-18.3631111765,-17.9471211042,-17.9565035207,-18.3024245748,-17.6623433998,-18.6862672096,-17.485150455,-17.7853054529,-17.3316232812,-18.5352066857,-18.1495889332,-17.5399413525,-18.5331228203,-17.7878160495,-17.2461627239,-17.1236102458,-17.0898088772,11,13,8,11,7,10,10,8,8,8,9,9,11,8,12,8,13,8,15,7,7,13,9,10,14,13,13
"sp|P00498|HIS1_YEAST",-22.0615282228,-20.0256440411,-21.0930685471,-19.836598626,-19.5379598635,-19.6251821334,-22.0358104479,-20.3914305439,-20.9910371439,-22.0248311304,-20.5882802255,NA,-20.6125555779,-19.8331620217,-19.1666068667,-20.9402456252,-20.9741179486,-20.531215052,-21.0761677473,-20.9913401161,-22.0120897477,-21.1235070732,-20.6294193655,NA,-18.7908983631,-19.343854119,-19.1541103706,2,3,4,7,4,5,1,4,2,1,3,NA,2,4,5,3,2,3,2,3,2,2,2,NA,8,5,8
"sp|P00546|CDK1_YEAST",NA,-22.1601701336,NA,NA,-21.2769717092,NA,-22.2078023174,NA,NA,-21.158858764,NA,-22.2017851796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-21.0176389232,-21.6081473573,-22.5916069621,NA,1,NA,NA,2,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
"sp|P00549|KPYK1_YEAST",-13.9118930969,-13.9373975994,-13.8697206631,-14.0075393036,-13.9319204913,-14.055105976,-13.7094860861,-13.7459460368,-13.7033377653,-13.9912813315,-13.9467555404,-13.9787226649,-13.9888429325,-13.9649772848,-13.8691306577,-13.8874893978,-13.7698269282,-13.7402345507,-14.0444616375,-13.9741378338,-13.9614684394,-13.909134173,-13.8832312065,-13.8946550508,-14.3468950983,-14.056596566,-14.1026994286,406,401,411,403,400,400,458,460,456,378,398,388,407,419,431,421,449,433,371,379,391,413,425,425,284,344,343
"sp|P00560|PGK_YEAST",-13.5350394548,-13.3723111499,-13.38053046,-13.5117608892,-13.5346703158,-13.4292054536,-13.5924873497,-13.8468839465,-13.6848924547,-13.5949825175,-13.3690562706,-13.3801596794,-13.5136743821,-13.3886205472,-13.4156059624,-13.7843360338,-13.6595122913,-13.7634688181,-13.4569471228,-13.3700268053,-13.3206048671,-13.5253522982,-13.3702896907,-13.4098740703,-13.8395106047,-13.5158808791,-13.6134910247,373,382,411,347,353,395,333,304,328,336,397,378,359,384,383,293,316,297,370,380,406,363,393,386,267,324,320
"sp|P00635|PPA5_YEAST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"sp|P00709ups|LALBA_HUMAN_UPS",-18.6278618358,-19.0507566055,-18.4167503674,NA,NA,NA,-17.487721233,-17.8530316197,-18.6345592081,NA,NA,NA,NA,NA,NA,-17.1686821808,-17.1982079758,-16.7596390176,NA,-20.3435162341,-21.3410600715,NA,NA,NA,NA,NA,NA,14,8,14,NA,NA,NA,28,23,19,NA,NA,NA,NA,NA,NA,27,26,26,NA,3,2,NA,NA,NA,NA,NA,NA
"sp|P00724|INV2_YEAST",NA,NA,NA,-23.3908350547,NA,-23.3858696597,NA,NA,NA,NA,NA,-23.2948658483,NA,-21.0876783428,-21.7797979959,NA,NA,NA,NA,-21.7081634188,NA,NA,-23.3352788662,NA,-21.7467530955,-23.291686287,-21.7574232102,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,2,NA,3,3,NA,NA,NA,NA,3,NA,NA,1,NA,3,1,3
"sp|P00729|CBPY_YEAST",-20.101863172,-19.7593026371,-19.4315996329,-20.3578717551,-20.9580575437,-20.0863427839,-19.4657431466,-20.4441558321,-19.2025138458,-19.5294322473,-19.8937653904,-19.8500711859,-19.7317117793,-20.5102753436,-20.5310976451,-19.7386245527,-20.8218385879,-20.6388269335,-19.8267277625,-21.433335924,-19.6698268028,-23.4428571421,-20.9744153501,-23.5260526631,-21.0698864042,-20.3338636147,-20.7279225554,6,7,7,5,4,7,8,6,10,9,8,6,10,6,6,6,4,3,8,4,8,1,4,1,6,8,3
"sp|P00812|ARGI_YEAST",-19.7786932863,-20.6799784518,-19.7092540975,-19.7021104373,-18.8818410056,-19.3650252847,-20.2705326182,-19.6418620827,-19.8696674364,-19.3825450655,-19.2070762204,-19.6845377962,-19.5913020428,-18.9083502411,-19.2039197194,-19.9127780678,-19.6835376678,-19.6196044285,-18.8080191481,-19.6410459568,-19.9025511401,-19.9474851134,-19.9070832455,-18.6391379322,-18.7731287488,-18.8878277944,-19.2049495157,9,12,8,11,16,13,9,11,12,13,11,9,10,14,13,9,8,14,15,12,6,8,10,14,14,13,10
"sp|P00815|HIS2_YEAST",-19.8277509056,-19.3441433963,-19.9088447278,-19.4121970162,-19.7528613366,-19.5504086982,-19.6285371191,-19.5857537762,-19.4961009886,-19.1116008355,-19.4481676747,-19.4325124667,-19.2807377877,-19.2054057322,-19.6311405899,-19.5525437794,-20.423753128,-20.120774607,-19.5777429476,-19.5638001924,-19.6111188214,-19.5936886722,-19.391002044,-19.5071277325,-20.6147940262,-20.427419316,-20.2338736993,16,21,17,20,17,18,18,17,20,23,20,21,23,26,19,23,14,12,20,19,16,18,22,20,9,13,11
"sp|P00817|IPYR_YEAST",-16.3436616504,-16.1699656358,-16.0751366994,-16.0812343599,-16.1733708932,-16.2448813986,-16.1892183627,-15.9095788365,-16.0720578511,-16.0508399514,-16.1882668441,-16.151456379,-16.2529874154,-16.2090886434,-16.2506749996,-16.1100304055,-16.5194167048,-16.5175104663,-15.9642293279,-16.3012263504,-16.1746384801,-16.1253294213,-16.0619999749,-16.0286345114,-16.0962641728,-16.1900399105,-16.1658447469,40,45,44,43,42,43,39,48,41,45,36,45,42,42,43,43,29,32,47,38,40,48,46,49,40,40,42
"sp|P00830|ATPB_YEAST",-16.6819224307,-17.0154245841,-16.6344630197,-16.9158247862,-16.9902463106,-17.0232620089,-17.0767353483,-16.60243581,-16.8789185698,-16.7356089908,-16.9846545176,-17.195696901,-16.9120666918,-16.7760593798,-17.0762195379,-16.7791668529,-16.9249444601,-16.8822170842,-16.7726033046,-16.9026495516,-16.9175991286,-16.9118398001,-16.9787361655,-16.9029995617,-17.1313183644,-16.8303165723,-16.9193152037,54,53,69,50,50,51,50,59,48,56,48,44,61,66,52,55,51,58,54,55,51,56,58,59,45,50,50
"sp|P00890|CISY1_YEAST",-17.3027044245,-17.2147019357,-17.365861025,-17.0830732037,-16.9847015562,-17.059609558,-17.1477802887,-17.1171418028,-17.1703006006,-16.9859588312,-17.3130243446,-17.1305379755,-16.7931912387,-16.8512328758,-16.7377223417,-17.225729437,-17.5323752963,-17.3351750807,-16.9427245214,-17.4779297131,-16.9933271003,-16.6698477151,-16.9344338791,-16.9282222116,-17.5221112316,-17.2573363224,-17.2209265471,50,48,37,48,47,47,47,46,41,52,46,49,51,53,50,38,35,42,54,41,51,53,52,53,31,40,41
"sp|P00899|TRPE_YEAST",-19.3831289677,-19.7539147061,-19.4538591168,-19.1554812417,-20.1729916799,-19.7486201218,-19.4909741067,-19.5611150989,-19.4582570945,-19.3051814339,-19.2625201232,-19.4392336835,-19.0659680305,-19.4959231117,-19.5095159548,-19.7341962298,-19.9305100322,-19.4528310795,-19.2440331483,-19.0938686705,-19.858053122,-19.5082363841,-19.6343638523,-19.6303862727,-19.6072264211,-19.087727906,-19.5804272495,13,10,14,16,9,11,13,10,12,13,15,11,17,12,15,14,10,13,17,17,13,13,14,11,10,13,11
"sp|P00915ups|CAH1_HUMAN_UPS",-21.1028292707,-20.4278922451,-20.0378366725,NA,NA,NA,-17.9259067275,-18.5276634321,-18.1955159503,NA,NA,NA,NA,NA,NA,-16.0118000671,-15.9415451244,-15.562441978,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,4,NA,NA,NA,15,12,13,NA,NA,NA,NA,NA,NA,40,44,52,NA,NA,NA,NA,NA,NA,NA,NA,NA
